#tstp   Ax    Ay
2001  -0.0160828  -0.0160828
2002  -0.0156149  -0.0156149
2003  -0.0151535  -0.0151535
2004  -0.0146987  -0.0146987
2005  -0.0142503  -0.0142503
2006  -0.0138084  -0.0138084
2007  -0.013373  -0.013373
2008  -0.012944  -0.012944
2009  -0.0125213  -0.0125213
2010  -0.0121049  -0.0121049
2011  -0.0116948  -0.0116948
2012  -0.011291  -0.011291
2013  -0.0108933  -0.0108933
2014  -0.0105019  -0.0105019
2015  -0.0101165  -0.0101165
2016  -0.00973727  -0.00973727
2017  -0.00936405  -0.00936405
2018  -0.00899684  -0.00899684
2019  -0.00863559  -0.00863559
2020  -0.00828025  -0.00828025
2021  -0.00793078  -0.00793078
2022  -0.00758714  -0.00758714
2023  -0.00724928  -0.00724928
2024  -0.00691717  -0.00691717
2025  -0.00659074  -0.00659074
2026  -0.00626997  -0.00626997
2027  -0.00595479  -0.00595479
2028  -0.00564517  -0.00564517
2029  -0.00534106  -0.00534106
2030  -0.00504242  -0.00504242
2031  -0.00474918  -0.00474918
2032  -0.00446132  -0.00446132
2033  -0.00417877  -0.00417877
2034  -0.0039015  -0.0039015
2035  -0.00362945  -0.00362945
2036  -0.00336257  -0.00336257
2037  -0.00310083  -0.00310083
2038  -0.00284415  -0.00284415
2039  -0.00259251  -0.00259251
2040  -0.00234585  -0.00234585
2041  -0.00210411  -0.00210411
2042  -0.00186726  -0.00186726
2043  -0.00163523  -0.00163523
2044  -0.00140799  -0.00140799
2045  -0.00118548  -0.00118548
2046  -0.000967651  -0.000967651
2047  -0.000754453  -0.000754453
2048  -0.000545838  -0.000545838
2049  -0.000341755  -0.000341755
2050  -0.000142153  -0.000142153
2051  5.30162e-05  5.30162e-05
2052  0.000243804  0.000243804
2053  0.000430259  0.000430259
2054  0.000612432  0.000612432
2055  0.000790373  0.000790373
2056  0.000964132  0.000964132
2057  0.00113376  0.00113376
2058  0.0012993  0.0012993
2059  0.00146081  0.00146081
2060  0.00161834  0.00161834
2061  0.00177193  0.00177193
2062  0.00192164  0.00192164
2063  0.00206751  0.00206751
2064  0.0022096  0.0022096
2065  0.00234794  0.00234794
2066  0.0024826  0.0024826
2067  0.00261362  0.00261362
2068  0.00274105  0.00274105
2069  0.00286494  0.00286494
2070  0.00298533  0.00298533
2071  0.00310227  0.00310227
2072  0.00321582  0.00321582
2073  0.00332601  0.00332601
2074  0.0034329  0.0034329
2075  0.00353653  0.00353653
2076  0.00363695  0.00363695
2077  0.00373421  0.00373421
2078  0.00382835  0.00382835
2079  0.00391942  0.00391942
2080  0.00400747  0.00400747
2081  0.00409254  0.00409254
2082  0.00417468  0.00417468
2083  0.00425392  0.00425392
2084  0.00433033  0.00433033
2085  0.00440393  0.00440393
2086  0.00447478  0.00447478
2087  0.00454292  0.00454292
2088  0.0046084  0.0046084
2089  0.00467125  0.00467125
2090  0.00473153  0.00473153
2091  0.00478926  0.00478926
2092  0.00484451  0.00484451
2093  0.0048973  0.0048973
2094  0.00494768  0.00494768
2095  0.0049957  0.0049957
2096  0.00504138  0.00504138
2097  0.00508479  0.00508479
2098  0.00512594  0.00512594
2099  0.0051649  0.0051649
2100  0.00520168  0.00520168
2101  0.00523635  0.00523635
2102  0.00526893  0.00526893
2103  0.00529946  0.00529946
2104  0.00532798  0.00532798
2105  0.00535454  0.00535454
2106  0.00537916  0.00537916
2107  0.00540189  0.00540189
2108  0.00542276  0.00542276
2109  0.00544181  0.00544181
2110  0.00545908  0.00545908
2111  0.0054746  0.0054746
2112  0.00548841  0.00548841
2113  0.00550055  0.00550055
2114  0.00551104  0.00551104
2115  0.00551993  0.00551993
2116  0.00552724  0.00552724
2117  0.00553302  0.00553302
2118  0.00553729  0.00553729
2119  0.0055401  0.0055401
2120  0.00554146  0.00554146
2121  0.00554142  0.00554142
2122  0.00554001  0.00554001
2123  0.00553725  0.00553725
2124  0.00553319  0.00553319
2125  0.00552784  0.00552784
2126  0.00552125  0.00552125
2127  0.00551344  0.00551344
2128  0.00550444  0.00550444
2129  0.00549428  0.00549428
2130  0.00548299  0.00548299
2131  0.0054706  0.0054706
2132  0.00545714  0.00545714
2133  0.00544264  0.00544264
2134  0.00542712  0.00542712
2135  0.00541061  0.00541061
2136  0.00539314  0.00539314
2137  0.00537473  0.00537473
2138  0.00535542  0.00535542
2139  0.00533522  0.00533522
2140  0.00531416  0.00531416
